Restaurant,Chinese Reviews Rating,Chinese Reviews Count,All Reviews Rating,All Reviews Count,Link
Pecking House Chinatown,4.5,28,4.2,151,https://www.google.com/maps/place/?q=place_id:ChIJiUcz7kBbwokRJnrAWfLcqtk
Joe's Steam Rice Roll,4.5,50,4.4,370,https://www.google.com/maps/place/?q=place_id:ChIJI-Mu1RJZwokRGfSr5_9Ynf4
DunHuang Miss Noodles,4.5,84,4.3,293,https://www.google.com/maps/place/?q=place_id:ChIJk2jlk8BbwokRUmgH7GEAmbg
Red Sorghum,4.498281787,291,4.5,1027,https://www.google.com/maps/place/?q=place_id:ChIJe0qdh8JZwokRfU4m-WE4YpE
Bodhi Kosher Vegetarian Restaurant,4.491803279,122,4.6,2183,https://www.google.com/maps/place/?q=place_id:ChIJ9zpnPidawokRdhxyso6KXKw
Spicy Moon West Village,4.490566038,53,4.4,1388,https://www.google.com/maps/place/?q=place_id:ChIJZRP3DW9ZwokR6NnJ9PaMZxI
Flor de Mayo Restaurant,4.489795918,49,4.4,3014,https://www.google.com/maps/place/?q=place_id:ChIJccb94CX2wokRETIajBqC4tE
Le Sia,4.488636364,264,4.4,645,https://www.google.com/maps/place/?q=place_id:ChIJq2WjhLVZwokRBNFohweL-NA
Mountain House Flushing 川山甲,4.487861272,865,4.5,2000,https://www.google.com/maps/place/?q=place_id:ChIJ2WLOZg5gwokR-ZgAQ3W-sEQ
Lichee Nut（荔园）,4.487804878,41,4.2,682,https://www.google.com/maps/place/?q=place_id:ChIJ9UUL8UhawokR7RPs6qUQEvM
Oh Dumplings,4.484848485,33,4.5,267,https://www.google.com/maps/place/?q=place_id:ChIJd0O2A6lbwokRSTYzS3p_bkY
Shan,4.484848485,66,4.5,426,https://www.google.com/maps/place/?q=place_id:ChIJG8MBdtNbwokRxOR3oVutbPE
Alley 41 蜀巷,4.479310345,290,4.5,764,https://www.google.com/maps/place/?q=place_id:ChIJmQ7DvBFgwokRBNJbyDc81oI
Faith's Food,4.470588235,17,3.8,164,https://www.google.com/maps/place/?q=place_id:ChIJ1RoJy_1bwokR0UnHRz_eic8
Zen,4.46875,32,4.2,371,https://www.google.com/maps/place/?q=place_id:ChIJmVfrK_BgwokRDpOX7jzTHvE
Eight Jane,4.46835443,79,4.5,291,https://www.google.com/maps/place/?q=place_id:ChIJMY6fzw9gwokRX7-iYzxPwEI
Kai,4.466666667,15,4.4,851,https://www.google.com/maps/place/?q=place_id:ChIJr1HDcbL0wokRNq48IEGw_e0
King Wok,4.461538462,13,3.8,110,https://www.google.com/maps/place/?q=place_id:ChIJO8Qb__qJwokRONWZ78au0jg
Asian Bowl,4.461538462,39,4.4,333,https://www.google.com/maps/place/?q=place_id:ChIJe-T4iC9ewokRRPYhdEdYBd4
Dim Sum Palace,4.46,50,4.5,150,https://www.google.com/maps/place/?q=place_id:ChIJP0EuaQBZwokRwp_CTTmZqLc
Shui Mei Cafe,4.459459459,37,4.5,119,https://www.google.com/maps/place/?q=place_id:ChIJqSOHHyZawokRCqHPbjs1IGw
CHELI MANHATTAN 浙里,4.455252918,514,4.5,1354,https://www.google.com/maps/place/?q=place_id:ChIJn7k4jxlZwokRhDkNH9383-o
Asian Kitchen,4.454545455,11,4,123,https://www.google.com/maps/place/?q=place_id:ChIJgbnH2VNewokRAKbeb1R2PPo
大喜川菜馆 DAXI Sichuan cuisine,4.4536862,529,4.4,943,https://www.google.com/maps/place/?q=place_id:ChIJPwLjwxFgwokRLQrZ9mQpa9E
许厨 Xu Chu,4.450980392,51,4.6,125,https://www.google.com/maps/place/?q=place_id:ChIJP00QLTZhwokRhnz6J3_ruZo
Flor de Mayo,4.448275862,29,4.5,1047,https://www.google.com/maps/place/?q=place_id:ChIJKUOZTodZwokRYsUbouBlcgA
Chubby Crab - Asian Wok & Cajun Kitchen,4.447368421,38,4.5,255,https://www.google.com/maps/place/?q=place_id:ChIJCZGrr2lZwokRKfo00t2YM14
Uncle Lou 快樂人,4.445,200,4.5,2463,https://www.google.com/maps/place/?q=place_id:ChIJSRT5b9ZbwokRYilWRG4jYaY
Lucky House Kitchen,4.444444444,9,4.5,218,https://www.google.com/maps/place/?q=place_id:ChIJI8-ZCHZcwokRNQFgWugNy2w
M Shanghai,4.444444444,9,4.5,381,https://www.google.com/maps/place/?q=place_id:ChIJh8YCMQ9ZwokRk51YjOjp8Uo
Hong Kong,4.444444444,9,4.1,142,https://www.google.com/maps/place/?q=place_id:ChIJeTdpxaj0wokRh1sWrfRhFTE
Caridad China,4.444444444,18,4.5,647,https://www.google.com/maps/place/?q=place_id:ChIJ21wKCPxbwokR3y7PHAhHpnc
Yasaiya,4.442622951,122,4.2,602,https://www.google.com/maps/place/?q=place_id:ChIJIfhramaJwokRkTvJcqN6m9Q
China Royal,4.44,25,4.1,140,https://www.google.com/maps/place/?q=place_id:ChIJoa8C7DtFwokR5cme40iPDnQ
Hong Kong Kei One,4.4375,16,4.5,271,https://www.google.com/maps/place/?q=place_id:ChIJa37ktEtKwokRdcFKL7L2dIE
Dim Sum Palace,4.435897436,78,4.5,726,https://www.google.com/maps/place/?q=place_id:ChIJc2a0FwtZwokREjQkmAKTQdY
Szechuan Opera,4.430656934,137,4.3,266,https://www.google.com/maps/place/?q=place_id:ChIJTbMI_r9hwokRUvaCSNw9Bbw
New King Wok,4.428571429,7,4.2,165,https://www.google.com/maps/place/?q=place_id:ChIJKXMHUBL2wokR4BM_bLkpxdc
New China Wok,4.428571429,7,4.1,219,https://www.google.com/maps/place/?q=place_id:ChIJgWvrTaxbwokRgGuzbWnpNBI
Yummy House Chinese,4.428571429,7,2.9,242,https://www.google.com/maps/place/?q=place_id:ChIJfbIqvlLzwokRQJaLcdG5FbE
Hop Lee Kitchen,4.428571429,7,3.9,175,https://www.google.com/maps/place/?q=place_id:ChIJmftHOj9ZwokRy8hMd8vI3io
S Wan Cafe,4.428571429,119,4.5,353,https://www.google.com/maps/place/?q=place_id:ChIJvVCtiIdZwokRCynifPl-aa8
Ji Bei Chuan Noodles 季北川 NYC,4.423076923,104,4.5,237,https://www.google.com/maps/place/?q=place_id:ChIJybmhOHxZwokR7sV0EMZBE6U
Pearl East,4.421052632,19,4.2,576,https://www.google.com/maps/place/?q=place_id:ChIJL2dM3qqJwokR10QuQ6_TZp4
Bund Dumpling House,4.421052632,38,4.3,417,https://www.google.com/maps/place/?q=place_id:ChIJ11vP79RfwokROtPouzSpSIE
Yi Min,4.416666667,12,4.3,134,https://www.google.com/maps/place/?q=place_id:ChIJde6hQ9FawokRgptEkIP0kcc
New Kissena,4.416666667,12,3.8,146,https://www.google.com/maps/place/?q=place_id:ChIJL9yX5xRgwokRiXaefls5fjw
New Great Wall,4.416666667,12,4.2,109,https://www.google.com/maps/place/?q=place_id:ChIJAwkUAQJfwokRT20FmlG8Wvc
Fortune East,4.416666667,12,3.9,142,https://www.google.com/maps/place/?q=place_id:ChIJLx7wbh6IwokRxA95syEZ1Ao
Wuhan Foodie,4.415584416,77,4.5,141,https://www.google.com/maps/place/?q=place_id:ChIJbV7o2J9hwokRvaysBwgCWJM
Happy Stony Noodle,4.414141414,99,4.4,310,https://www.google.com/maps/place/?q=place_id:ChIJ1cidLa1fwokRGrP3f4m-Q_U
King's Kitchen,4.411971831,568,4.4,1175,https://www.google.com/maps/place/?q=place_id:ChIJlWkFSzVFwokRFjOa9rTAboc
Funny BBQ 98 聚点串吧,4.409356725,513,4.4,1239,https://www.google.com/maps/place/?q=place_id:ChIJxxlIG4hZwokRVF5TD7c4rMg
Peking Empire,4.409090909,22,4.2,206,https://www.google.com/maps/place/?q=place_id:ChIJj9cdNBpgwokRSeTgxMlUMtk
E Noodle Chinatown,4.409090909,88,4.4,349,https://www.google.com/maps/place/?q=place_id:ChIJCfeBXSZawokRflkssoi4QLc
Xifu Food,4.40625,64,4.4,450,https://www.google.com/maps/place/?q=place_id:ChIJnfPo2LJbwokRH5lYnrAKFlg
Stick To My Pot,4.403846154,52,4.5,543,https://www.google.com/maps/place/?q=place_id:ChIJCf8kYhRZwokR3ILkf5IQUlo
Decoy,4.402597403,77,4.5,458,https://www.google.com/maps/place/?q=place_id:ChIJI5ohrZRZwokROgkceyTyVOI
Hao Noodle,4.402555911,313,4.5,1336,https://www.google.com/maps/place/?q=place_id:ChIJX0Ki3AtZwokRhHVQdkDBk7o
Lady Chow Kitchen,4.401785714,112,4.2,423,https://www.google.com/maps/place/?q=place_id:ChIJTaspD4pZwokR7j1duSP59gY
Hardee Chinese & American Cusine,4.4,5,4.4,311,https://www.google.com/maps/place/?q=place_id:ChIJM8GreYtcwokR66QEq9-4220
Dynasty,4.4,5,3.5,104,https://www.google.com/maps/place/?q=place_id:ChIJSVugrrj0wokRClatSSs3iC0
Nangma Restaurant & Bar,4.4,15,4.5,214,https://www.google.com/maps/place/?q=place_id:ChIJs4eWfnlfwokRtrchD1lEkBw
Great East,4.4,20,4.4,137,https://www.google.com/maps/place/?q=place_id:ChIJXwo_nB1gwokRwIfLeac4STQ
"Junzi Kitchen 君子食堂哥大店 Columbia University, New York NY｜ Healthy Authentic Chinese",4.4,105,4.4,541,https://www.google.com/maps/place/?q=place_id:ChIJ92N9DDz2wokR38VWvxg3qrE
Shanghai Time,4.4,185,4.4,561,https://www.google.com/maps/place/?q=place_id:ChIJXfXzrctZwokRtjF_Ln_dDW0
Dunhuang,4.394117647,170,4.5,688,https://www.google.com/maps/place/?q=place_id:ChIJPSb0duFZwokR1kKMyJ7x38E
Wenwen,4.388888889,126,4.5,642,https://www.google.com/maps/place/?q=place_id:ChIJmcr2IF9ZwokRr-u_-UTxju4
Malala Chinese,4.387096774,31,4.2,344,https://www.google.com/maps/place/?q=place_id:ChIJ393ronVfwokRXCUrPTI_PYc
New Peking Kitchen,4.384615385,13,4.2,173,https://www.google.com/maps/place/?q=place_id:ChIJXeHULahfwokRsAcs-EDV-Lo
3 Times,4.382352941,34,4,217,https://www.google.com/maps/place/?q=place_id:ChIJV4aA6KNbwokRH92E32MJyH8
Noodle Lane,4.380952381,21,4.6,231,https://www.google.com/maps/place/?q=place_id:ChIJwwTn2ftbwokRNOluIoXdPNE
Xi'an Famous Foods 西安名吃 | Greenpoint,4.380952381,42,4.6,694,https://www.google.com/maps/place/?q=place_id:ChIJ2Z-WS0RZwokR20u1CCdFKe8
Spy C Cuisine,4.378378378,37,4.2,329,https://www.google.com/maps/place/?q=place_id:ChIJG4hi4rdfwokRbKEyxvZU40c
Ming Wong,4.377777778,90,4.1,728,https://www.google.com/maps/place/?q=place_id:ChIJ9R6AffdbwokR3-t7ot8fQQs
Golden Woks,4.375,8,4.4,324,https://www.google.com/maps/place/?q=place_id:ChIJ_4KXlOxZwokRSgd0gwQWrZw
Empire Wok - Chinese Asian Western Fusion Cuisine Food Restaurant Bronx New York,4.375,8,4.3,1075,https://www.google.com/maps/place/?q=place_id:ChIJqy8NVMj0wokRu3gSVfZE7ro
698 Cafe 新東溢豐,4.371428571,140,4.2,288,https://www.google.com/maps/place/?q=place_id:ChIJP5WZg5thwokRXy0TR5B0D74
Queens Seafood Restaurant,4.368421053,38,4.3,223,https://www.google.com/maps/place/?q=place_id:ChIJvSW9pKxfwokRA6hK5W2kJbA
Jing Li,4.360824742,194,4.5,749,https://www.google.com/maps/place/?q=place_id:ChIJ5dQtsxBZwokRbBdZUxaHzFE
HKS Kitchen港餐飽,4.36,100,4.4,385,https://www.google.com/maps/place/?q=place_id:ChIJ6wiHlupOwokR7v4CzlBucy0
Fu Yuan,4.355932203,59,4.4,184,https://www.google.com/maps/place/?q=place_id:ChIJfQvyIw5gwokRYrRfuRZrDCQ
MR.BUN,4.355140187,107,4.3,422,https://www.google.com/maps/place/?q=place_id:ChIJhTHlov5FwokRuTpqSFpAGd0
老廣牛杂18大道总店 Cantonese Beef Delights 🇨🇳,4.353846154,65,4.2,115,https://www.google.com/maps/place/?q=place_id:ChIJCyQ7CgBFwokRooVvefw30bQ
The Tang,4.3515625,128,4.4,456,https://www.google.com/maps/place/?q=place_id:ChIJF-agVLv3wokRLDjAuogLDjs
Xi'an Famous Foods 西安名吃 | Chinatown,4.351351351,259,4.5,2177,https://www.google.com/maps/place/?q=place_id:ChIJ4UWmVCZawokRPDcL0zB0dGs
The Dolar Shop Hot Pot Manhattan,4.350993377,151,4.4,546,https://www.google.com/maps/place/?q=place_id:ChIJaVSb2EBZwokRJMIsBasdHpg
LaoJie,4.346153846,390,4.4,1274,https://www.google.com/maps/place/?q=place_id:ChIJjVgINTVFwokRmOGk7qg8QdU
Sweet Wonton House,4.342857143,70,4.2,261,https://www.google.com/maps/place/?q=place_id:ChIJJ1PaT-mJwokR07VDVZXAExo
川霸王 Szechuan House,4.340425532,47,4.5,127,https://www.google.com/maps/place/?q=place_id:ChIJg2OK2dBhwokRWP_txqWTV4M
Lao Ke Le Shanghai Cuisine Restaurant - Soup Dumplings Dim Sum Wonton,4.337837838,74,4.2,226,https://www.google.com/maps/place/?q=place_id:ChIJZwX3DNthwokRizCzfKQyhw4
Wonderful Asian Restaurant,4.333333333,3,3.6,108,https://www.google.com/maps/place/?q=place_id:ChIJ5XlxKYxbwokR6GJnSLWpOCY
Wah Sing,4.333333333,3,4,122,https://www.google.com/maps/place/?q=place_id:ChIJqyMg9EJcwokRKKGpk3kG5YU
Sweet Bamboo Chinese Food | Hillside,4.333333333,3,3.7,151,https://www.google.com/maps/place/?q=place_id:ChIJq6PQiDlhwokRA5uQX6el3Hs
Happy Garden,4.333333333,3,3.8,187,https://www.google.com/maps/place/?q=place_id:ChIJ8dCj2Zf0wokRKwbL3VYijfg
Chiu's Garden,4.333333333,3,3.7,151,https://www.google.com/maps/place/?q=place_id:ChIJwUy9fb9gwokRi3owxelHqes
Happy Garden,4.333333333,6,3.6,123,https://www.google.com/maps/place/?q=place_id:ChIJqWKdF4FcwokRKMwls2JRrso
China City,4.333333333,6,3.5,184,https://www.google.com/maps/place/?q=place_id:ChIJUbCt9vFbwokR1JSz1nL7-MY
Lee Xing,4.333333333,6,4.1,141,https://www.google.com/maps/place/?q=place_id:ChIJEebd_qeMwokR5A74ggTnI2k
Broadway China Station,4.333333333,6,4.2,130,https://www.google.com/maps/place/?q=place_id:ChIJ_acaSDdfwokRdcr5G78vjqI
Golden House,4.333333333,6,4,146,https://www.google.com/maps/place/?q=place_id:ChIJHy2sUT9fwokR38_PJqs_08Y
Golden Forest,4.333333333,9,4,244,https://www.google.com/maps/place/?q=place_id:ChIJlS89V4dZwokRazYs0bapTw0
Island Garden,4.333333333,9,4.2,229,https://www.google.com/maps/place/?q=place_id:ChIJcZW_sKdPwokRxv3v3YYUie0
China New Star,4.333333333,30,4.3,1116,https://www.google.com/maps/place/?q=place_id:ChIJq0cm11tDwokR7HXTG-gxxyY
Potluck Club,4.330827068,133,4.6,802,https://www.google.com/maps/place/?q=place_id:ChIJ7yN3d6tZwokRATR9U3lAqLg
Super Taste,4.324324324,148,4.6,1499,https://www.google.com/maps/place/?q=place_id:ChIJoR3RZyhawokRwR91d6hJvvY
Dimsum Garden,4.322033898,59,4.3,415,https://www.google.com/maps/place/?q=place_id:ChIJcc5gZz9ZwokRNBmoxhdg0jo
Little Alley,4.32173913,230,4.4,930,https://www.google.com/maps/place/?q=place_id:ChIJN4jAggZZwokRQ38qpXSjGGQ
Grill Master,4.321428571,84,4.2,168,https://www.google.com/maps/place/?q=place_id:ChIJB2yLpddhwokRnKxPx05ZPUA
Emperor Dumpling,4.32,50,4.6,938,https://www.google.com/maps/place/?q=place_id:ChIJSa42lf9ZwokRINYCJrd1XeU
The Bund,4.315789474,38,4.1,368,https://www.google.com/maps/place/?q=place_id:ChIJOR8-USVewokRK-xZXUMDvU4
Sing Choi Kee 星财记,4.315789474,114,4.2,315,https://www.google.com/maps/place/?q=place_id:ChIJk_VHweBhwokRI_dP7onOUSg
Jiang's Kitchen 疆湖 - Halal Chinese Food,4.310344828,58,4.5,602,https://www.google.com/maps/place/?q=place_id:ChIJgyWQFk1ZwokR4m7T_hNLDFI
Birds of a Feather,4.310344828,145,4.4,1527,https://www.google.com/maps/place/?q=place_id:ChIJhzzIZWBZwokRPp4llFHtQzs
Hand Pull Noodle & Dumplings House,4.308823529,68,4.2,343,https://www.google.com/maps/place/?q=place_id:ChIJea0z2xlFwokR3-ADlptVfwM
River House,4.307692308,13,4.3,384,https://www.google.com/maps/place/?q=place_id:ChIJYVONqU72wokR2MZU0MzkX7s
LaoJie Hotpot,4.306532663,199,4.4,677,https://www.google.com/maps/place/?q=place_id:ChIJb2D-tW9FwokRFys7ZCOF35c
West New Malaysia,4.305263158,95,4.5,524,https://www.google.com/maps/place/?q=place_id:ChIJ96ZaW9RZwokR_9w0VNf-5lw
Bites of Xi'an 84 西府小吃,4.305263158,95,4.4,301,https://www.google.com/maps/place/?q=place_id:ChIJlaTtfdpZwokRBLB6fkd2q-U
Dim Sum Palace,4.303738318,214,4.4,2623,https://www.google.com/maps/place/?q=place_id:ChIJg5jn8FNYwokRwH-IWxB2gb8
Hay Hay Roasted,4.303278689,122,4.3,600,https://www.google.com/maps/place/?q=place_id:ChIJx4JpAElbwokRL_b58dFiwtQ
Ping’s,4.301115242,269,4.3,1709,https://www.google.com/maps/place/?q=place_id:ChIJA6Cf7iZawokRhqozCeR3RmI
Kong Sihk Tong,4.299748111,397,4.4,1296,https://www.google.com/maps/place/?q=place_id:ChIJ1V_Xi5hbwokRV7A_UcnBKZU
"Happy Lamb Hot Pot, Flushing 快乐小羊",4.298507463,402,4.4,1714,https://www.google.com/maps/place/?q=place_id:ChIJr8LVDRBgwokRyDh0PHv1Uik
Lao Bei Fang Dumpling House,4.294444444,180,4.4,870,https://www.google.com/maps/place/?q=place_id:ChIJ_yd-Jq1fwokRfBaaRGQbTz8
Blue Willow 夜来湘,4.291105121,371,4.4,1884,https://www.google.com/maps/place/?q=place_id:ChIJDd3F0b1ZwokRhggZGhI4Ygg
Milu,4.287878788,66,4.5,450,https://www.google.com/maps/place/?q=place_id:ChIJ18lBUP9ZwokRhI6Fm_c-dYE
New Everybody's Kitchen,4.285714286,7,3.9,108,https://www.google.com/maps/place/?q=place_id:ChIJ7_nCMzNJwokRs9NVVLP8Xxg
Kam Hai,4.285714286,7,3.5,127,https://www.google.com/maps/place/?q=place_id:ChIJzTQK_iRbwokRNF1pwCAunoQ
China King,4.285714286,7,4.1,305,https://www.google.com/maps/place/?q=place_id:ChIJRTdR7C9iwokRAcwsCOHitrk
King Wok,4.285714286,7,3.9,204,https://www.google.com/maps/place/?q=place_id:ChIJ98_cxOxgwokREjWB63hjB88
Chow Chinese Food,4.285714286,14,4,209,https://www.google.com/maps/place/?q=place_id:ChIJffc-QHSKwokR1yfJEI1O_4A
Xi'an Famous Foods 西安名吃 | Tangram Flushing,4.28358209,67,4.3,178,https://www.google.com/maps/place/?q=place_id:ChIJVePn8w5gwokRycLcg4MskL8
Golden Palace,4.283018868,53,4.1,140,https://www.google.com/maps/place/?q=place_id:ChIJhbQcCbxhwokR266xJ8vsUsY
Ten Seconds Yunnan Rice Noodle,4.28125,160,4.3,417,https://www.google.com/maps/place/?q=place_id:ChIJu7d2xApFwokRoB64L3Xzve0
Wei’s - Williamsburg,4.28,25,4.4,551,https://www.google.com/maps/place/?q=place_id:ChIJz0Zr7uFbwokRUEaBTtosr24
Peking Duck Sandwich Stall,4.274509804,51,4.4,331,https://www.google.com/maps/place/?q=place_id:ChIJkTzcGg5gwokROMp_h4wWvF8
The Original Buddha Bodai Kosher Vegetarian Restaurant 佛菩提,4.274074074,135,4.3,2239,https://www.google.com/maps/place/?q=place_id:ChIJw3YulCZawokRGh4ZyOycnic
Lucky Star,4.272727273,11,4.5,395,https://www.google.com/maps/place/?q=place_id:ChIJHZetSsH0wokRSo9x8XlcPwk
Goody,4.266666667,15,4.3,130,https://www.google.com/maps/place/?q=place_id:ChIJh4SdVbRawokRL63bXLCy_0A
Main Noodle House,4.263157895,57,4.5,988,https://www.google.com/maps/place/?q=place_id:ChIJU1cPR2FZwokR9w8VUXER1gc
Szechuan Gourmet,4.26007326,273,4.3,1071,https://www.google.com/maps/place/?q=place_id:ChIJhYJ4e6pZwokR518xrzkUaqw
Ming Xing BBQ,4.26,100,4.2,352,https://www.google.com/maps/place/?q=place_id:ChIJs1ThaAVgwokRD0HbDCok50Y
Mabu,4.25862069,232,4.1,574,https://www.google.com/maps/place/?q=place_id:ChIJK6q6oFpbwokRSW29icJ0GRE
Min Du Sheng Yan 闽都盛宴,4.257142857,70,4.3,122,https://www.google.com/maps/place/?q=place_id:ChIJNwopu9ZhwokRAFvBKBVhArU
[Takeout & Delivery ONLY] Xi'an Famous Foods 西安名吃@PICNIC | Times Square,4.252475248,202,4.4,1382,https://www.google.com/maps/place/?q=place_id:ChIJ61oSzalZwokRRjKZ_4Wh0_U
New Island,4.25,4,3.9,133,https://www.google.com/maps/place/?q=place_id:ChIJeTIF1rhKwokRtNPaTSH0Saw
Mr Q's,4.25,4,4.1,349,https://www.google.com/maps/place/?q=place_id:ChIJsQHucFjzwokRFbvO6OH6UUI
May May Kitchen,4.25,4,3.7,153,https://www.google.com/maps/place/?q=place_id:ChIJpU73aypawokRZMDe5styhCw
Zhen Zhu,4.25,4,3.9,106,https://www.google.com/maps/place/?q=place_id:ChIJzVrm8z9fwokRypu7sw1YBn4
May Chun Garden,4.25,8,4.4,149,https://www.google.com/maps/place/?q=place_id:ChIJeaMDobdfwokRU9wSHV6BmiM
Oriental Plaza,4.25,8,4.2,734,https://www.google.com/maps/place/?q=place_id:ChIJYaf-nF1MwokR3YoqbPAlJUA
MáLà Project Greenpoint,4.25,24,4.5,265,https://www.google.com/maps/place/?q=place_id:ChIJlc0Qm1xZwokRREsqzm8pGg0
ChiMaMa's Noodle House,4.25,140,4.3,370,https://www.google.com/maps/place/?q=place_id:ChIJHdL_BydhwokRu82qH7b70vE
Silky Kitchen,4.248275862,145,4.3,394,https://www.google.com/maps/place/?q=place_id:ChIJ01b26qFZwokRrlykWwvbTNY
Dim Sum Palace,4.248062016,129,4.3,817,https://www.google.com/maps/place/?q=place_id:ChIJm6U7h4VbwokRGhi7qBdh2Yg
Hong Kong Gourmet 避風塘,4.242424242,66,4.2,144,https://www.google.com/maps/place/?q=place_id:ChIJmWzPcDthwokR38aKpsyV6cs
Wok Wok Noodle House,4.242038217,157,4.3,1029,https://www.google.com/maps/place/?q=place_id:ChIJ___DlCZawokRHb_wCTtIQPQ
P.F. Chang's,4.24137931,29,4.6,1574,https://www.google.com/maps/place/?q=place_id:ChIJo38KVJhZwokRE2rgx66zurQ
Noodle Village,4.239263804,326,4.2,1954,https://www.google.com/maps/place/?q=place_id:ChIJk31a6yZawokRCP9vIx0Us18
Chino Grande,4.235294118,17,4.4,240,https://www.google.com/maps/place/?q=place_id:ChIJn2Dw_ctZwokR2D6QhavjGmM
Sabrosura 2,4.235294118,17,4.3,2247,https://www.google.com/maps/place/?q=place_id:ChIJ2ekR-en0wokRZp4LFKEtCGM
Fan Fried Rice Bar,4.233333333,30,4.3,191,https://www.google.com/maps/place/?q=place_id:ChIJdwwvwgJZwokRvT7Hy5ufEso
King Wok,4.230769231,13,3.9,366,https://www.google.com/maps/place/?q=place_id:ChIJn7tiopJZwokRYqzYUiOAab4
China Town Restaurant,4.230769231,13,4.1,295,https://www.google.com/maps/place/?q=place_id:ChIJt16w6Em0w4kR55IxCaXvzQg
Xin Hi,4.230769231,26,3.8,949,https://www.google.com/maps/place/?q=place_id:ChIJ3wOZE7iMwokRHSLOq1jqsJU
CAREYOU FOUNDATION INC (Used to Amitabha Vegan),4.230769231,26,4.1,296,https://www.google.com/maps/place/?q=place_id:ChIJf9qmH-1hwokRhrlPy3DihhM
Spicy Village,4.229411765,170,4.5,1521,https://www.google.com/maps/place/?q=place_id:ChIJt8rEHyhawokR5iJZu_Em_g4
GOLDEN WUISH (THE DUCKHOUSE),4.228571429,70,4.4,475,https://www.google.com/maps/place/?q=place_id:ChIJWTpRmOFbwokRsLumvic0iY4
Dim Sum Palace,4.227642276,123,4.3,1083,https://www.google.com/maps/place/?q=place_id:ChIJTyNpIfpYwokRcssjMXnap50
Dun Huang Beef Noodles 敦煌兰州拉面,4.224489796,49,4.2,137,https://www.google.com/maps/place/?q=place_id:ChIJG4rSDEdFwokRPWrevWTiFr8
New Kam Lai,4.222222222,9,4.1,106,https://www.google.com/maps/place/?q=place_id:ChIJV7vh3o5ZwokR-QOKS1kQgOw
Happy Wok,4.222222222,9,4.3,147,https://www.google.com/maps/place/?q=place_id:ChIJY9uu2Z9bwokRQavcVV1gMRE
China Garden,4.222222222,9,4.1,116,https://www.google.com/maps/place/?q=place_id:ChIJlatwnA5cwokRoYvKeTEkUW4
Xi'an Famous Foods 西安名吃 | Court Square LIC,4.217821782,101,4.3,569,https://www.google.com/maps/place/?q=place_id:ChIJ6Ua-Z_RZwokRpZrgJ0f5VK8
NB Wing Wong,4.217391304,23,4.2,125,https://www.google.com/maps/place/?q=place_id:ChIJq7KFj79bwokRbKshg3MaTLY
Chairman Sun,4.217391304,92,4,317,https://www.google.com/maps/place/?q=place_id:ChIJuZHHT5hZwokRfDSJHmaJkzc
NEW YUEWONG RESTAURANT 裕旺大饭店,4.215686275,102,4.1,695,https://www.google.com/maps/place/?q=place_id:ChIJFyQ2zaFbwokR3lxdERjAmUQ
Silky Kitchen,4.214285714,42,4.1,131,https://www.google.com/maps/place/?q=place_id:ChIJeTSAWKBfwokRp9fZeB4xPEo
Legend 72,4.213114754,61,4.1,345,https://www.google.com/maps/place/?q=place_id:ChIJn6XYtYtYwokRbCbRTfDlXMQ
Shanghai 21,4.21182266,203,4.5,3407,https://www.google.com/maps/place/?q=place_id:ChIJTVG07iZawokRq9rPs7ib8bY
"Nan Xiang Express - Forest Hills, NY",4.210526316,19,4.3,149,https://www.google.com/maps/place/?q=place_id:ChIJVdFFun9fwokRiFKEIUS_jno
Yummy Noodle House,4.208695652,115,4.2,485,https://www.google.com/maps/place/?q=place_id:ChIJz__1TsphwokR0jywVu1dqOM
East Harbor Seafood Palace,4.208633094,417,4.3,2128,https://www.google.com/maps/place/?q=place_id:ChIJZVJwHU9FwokRBuD4swvPWjY
4 Choices & A Soup or water bottle,4.208333333,72,4,259,https://www.google.com/maps/place/?q=place_id:ChIJZdTFVhBgwokRRJ6y0hgq_d8
Tonii's Fresh Rice Noodle,4.206896552,58,4.4,331,https://www.google.com/maps/place/?q=place_id:ChIJk08Jp7NbwokRvn8njWu2MAM
Joe’s Steam Rice Roll,4.203791469,211,4.4,839,https://www.google.com/maps/place/?q=place_id:ChIJW4wPyxFgwokRpnSXQ3iZDDw
John Garden,4.2,5,4.4,121,https://www.google.com/maps/place/?q=place_id:ChIJLXXxcZtbwokRzXMiNTf9e60
Lee chinese restaurant,4.2,5,3.8,169,https://www.google.com/maps/place/?q=place_id:ChIJ6dyd4G9cwokRNUqcjKzjywI
Yang No 1 Asian,4.2,5,3.6,118,https://www.google.com/maps/place/?q=place_id:ChIJw5j-tLFbwokRxw2LeCtMUxw
Wing Hua,4.2,5,4,172,https://www.google.com/maps/place/?q=place_id:ChIJaWHbQvZawokRvi0aqRg2nEM
Grace Chinese Food,4.2,5,3.8,166,https://www.google.com/maps/place/?q=place_id:ChIJs6SLPfxbwokRGMd3Z23ysYE
Ting Hua,4.2,5,3.6,107,https://www.google.com/maps/place/?q=place_id:ChIJ4_liKVhawokRt9SZfE_50Do
Mr Chen Chinese restaurant,4.2,5,3.9,233,https://www.google.com/maps/place/?q=place_id:ChIJodYPkChcwokRDK-2UdcgY5A
K Q,4.2,5,3.9,146,https://www.google.com/maps/place/?q=place_id:ChIJ69Um82nzwokRiBmeYKesS4Q
